,Return,Risk,Sharpe,SystRisk_var,TotalRisk_var,UnsystRisk_var,beta,capm_ret,alpha,Er
BTG,0.5809263919570904,1.3518818030074173,0.40101611749715665,0.7016713175422126,1.8275844093025855,1.1259130917603728,1.409301024800247,1.0534701306694925,-0.4725437387124021,1.108151010431742
BTS,0.3157215096527977,1.325000766407045,0.20899724488742405,0.7798395273206246,1.7556270309792563,0.9757875036586318,1.5663012261671632,1.1665073115362876,-0.85078580188349,1.2272797991115734
C98,0.05290734148869412,1.2836881504771944,0.010989695186833267,0.685134717071909,1.6478552676755602,0.9627205506036512,1.3760873998352947,1.0295569477581463,-0.9766496062694522,1.0829491388717558
CAKE,1.1387766855085228,1.3383985977448878,0.8218603092994196,0.7586435117995627,1.791310806445482,1.0326672946459192,1.5237292046968438,1.1358562598248365,0.002920425683686334,1.194976952967074
CELO,1.0392348390678938,1.6883809830858076,0.5925409306846293,0.5584154367004573,2.8506303440457983,2.292214907345341,1.121572775644898,0.8463112235019179,0.19292361556597593,0.8898282471969399
CELR,0.9961005970738548,1.4154009091593005,0.6763458966848188,0.8306311868195734,2.0033597336489746,1.172728546829401,1.6683158532348679,1.2399559170190368,-0.24385531994518206,1.3046865721245495
CFX,1.6494892787588644,1.818042162227514,0.8859471536047353,0.8077466982072288,3.3052773036368945,2.4975306054296658,1.622352547557254,1.206863204704777,0.4426260740540875,1.2698104835499981
CHR,1.3862442606928052,1.586720062770644,0.849200997900015,0.7251103755893804,2.5176805575988763,1.792570182009496,1.456378178590617,1.0873647925958136,0.2988794680969915,1.1438722659251295
CHZ,1.369246897118837,1.455147640669237,0.9143037173237976,0.69276398034501,2.117454656145247,1.4246906758002371,1.3914107118767696,1.0405894431284073,0.32865745399042967,1.0945761787492259
CKB,1.0164885912636583,1.338932846813166,0.7301998704346406,0.7070640932465512,1.7927411682752092,1.085677075028658,1.4201323700991593,1.0612684947921123,-0.04477990352845396,1.1163696307519595
CLV,-0.20484322960744641,1.2166826180255592,-0.20025208382020965,0.5854998156093757,1.4803165930055289,0.8948167773961532,1.1759715261683161,0.8854772968464519,-1.0903205264538984,0.9311049920617827
COS,0.9852489776248841,1.707723929249742,0.554216616289197,0.6722107164619985,2.9163210185321775,2.244110302070179,1.3501296517434038,1.0108678592065945,-0.02561888158171044,1.0632528896942384
COTI,1.0820498668185932,1.4608226094883998,0.7141523276285775,0.831832248484276,2.134002696392498,1.3021704479082221,1.6707281756322585,1.2416927436012244,-0.15964287678263123,1.306516996815756
CRV,0.22792941807853462,1.4957306931167467,0.12644617038942615,1.0018562890980671,2.2372103063315034,1.2353540172334363,2.0122200517958864,1.4875604471733772,-1.2596310290948427,1.5656345851830575
CTSI,1.472219161457269,1.6884686848991663,0.8489462518772574,0.7908850501543766,2.8509264998851203,2.0600414497307438,1.5884860672172247,1.182479978249092,0.28973918320817704,1.2441132376571202
CTXC,1.16754026211677,1.7798121091073555,0.6341906858263129,0.7555201853385136,3.1677311437251734,2.4122109583866598,1.5174560293905475,1.1313396920399983,0.0362005700767718,1.1902169859803515
CVC,0.9678180468900401,1.5683977742200907,0.5923357340595617,0.9427853022221083,2.459871578178535,1.5170862759564265,1.8935764643226922,1.4021393041485317,-0.4343212572584916,1.4756100709642521
CVP,0.745369460552479,1.7105628461482356,0.4130625554878026,0.7503359832563464,2.9260252506227524,2.175689267366406,1.507043602482802,1.123842941249963,-0.3784734806974841,1.1823162330262957
CVX,0.6633939910178416,1.5256700350098065,0.40938995764823216,0.8393726273661871,2.3276690557268243,1.4882964283606372,1.685872964110833,1.2525967053766691,-0.5892027143588275,1.3180085763841694
DAI,0.008501872013939567,0.11683519609718372,-0.25932363703877725,0.014001166499415046,0.013650463047067374,-0.0003507034523476723,0.028121226851826452,0.05904675241286618,-0.050544880398926614,0.06013785601471705
DAR,-0.33300137919575984,1.3853880345781493,-0.26837345921568706,0.6603907897745007,1.9193000063523074,1.2589092165778066,1.3263894269724914,0.9937753455799623,-1.326776724775722,1.0452392553464949
DASH,0.1962323990222127,1.083428261758998,0.14530948155867154,0.7460720133012645,1.173816798378124,0.42774478507685953,1.4984794541740707,1.1176769161562645,-0.9214445171340518,1.1758179189782185
DATA,1.3086005845019788,2.028496530022487,0.6259811469768215,0.90042372738061,4.11479817231327,3.21437444493266,1.808493592408544,1.3408812427098118,-0.03228065820783299,1.4110507940952632
DCR,0.49815282758310064,1.1124232628639328,0.41292990080097497,0.6777845549559187,1.2374855157608384,0.5597009608049197,1.3613246601542761,1.0189280539039736,-0.5207752263208729,1.0717474507179594
DEGO,1.3633367726195018,1.6024599310878098,0.826564675299155,0.7824374396014808,2.5678778307419483,1.7854403911404675,1.5715191114479474,1.1702640904263208,0.19307268219318097,1.231239031950501
DENT,1.7070088516151776,1.9452409797641923,0.8575846740681983,0.9609781007701985,3.7839624693539546,2.8229843685837563,1.930116549397875,1.4284474755366603,0.2785613760785173,1.5033359976532976
DEXE,1.8669929775960046,1.8586898501099374,0.9835922746809378,0.5615074958219491,3.4547279589017013,2.8932204630797522,1.1277831507588834,0.8507825763339412,1.0162104012620634,0.8945405625833858
DGB,0.8419075643084354,1.3223401708047369,0.6073380980475606,0.8988206342671692,1.7485835273239008,0.8497628930567316,1.80527379317899,1.3385630480533905,-0.49665548374495516,1.4086076712287352
DIA,0.829707354148053,1.5579873772777366,0.5076468305731727,0.6837156934128384,2.4273246677567606,1.743608974343922,1.3732373025790054,1.0275049315426117,-0.19779757739455872,1.080786538882677
DNT,1.3853151680231908,1.9160987350405831,0.7027378826564862,0.929362744196487,3.671434362424123,2.742071618227636,1.866617367794123,1.3827292636277337,0.002585904395457028,1.4551540174981457
DOCK,0.8170314759778292,1.4302702515637244,0.5441149846520148,0.7917391264949348,2.04567299250816,1.253933866013225,1.5902014724673958,1.1837150376428711,-0.3666835616650419,1.245414854774606
DODO,2.2391515121267322,3.1634638858599207,0.6955513296554081,0.8181975798000336,10.007503757139949,9.189306177339915,1.6433430566041338,1.2219759749239254,1.0171755372028068,1.2857376855201657
DOGE,1.8305841230787647,1.9267046526435359,0.9299734241158066,0.6753446468951751,3.712190818518248,3.036846171623073,1.3564241250398172,1.0153997611422172,0.8151843619365475,1.068029017193762
DOT,0.8237876665840465,1.1121929752651334,0.705801676545309,0.7673519898575922,1.2369732142291097,0.46962122437151743,1.541220110687729,1.14844938191514,-0.32466171533109356,1.2082487222098237
DREP,-0.19921748007303666,1.7196473472254659,-0.13841063428328004,0.7715166212672036,2.957186998819582,2.1856703775523783,1.5495847383513466,1.1544717559112474,-1.353689235984284,1.2145956437592795
DUSK,1.1094957824063585,1.4401035064549317,0.7434852964437707,0.7589065795251859,2.0738981093037894,1.3149915297786035,1.524257574043066,1.1362366757786595,-0.02674089337230101,1.1953778696515303
DYDX,0.031320126525855925,1.209122414866079,-0.006186200323622764,0.6139240652446282,1.4619770141315787,0.8480529488869505,1.2330613959387582,0.9265809252413078,-0.8952607987154518,0.9744237074037314
DYM,-1.1646595680374001,1.2343272749453016,-0.9749922832181851,0.657631226020787,1.523563821673894,0.865932595653107,1.3208468660484782,0.9897848063565844,-2.1544443743939845,1.0410336647592653
EGLD,0.8270520891710664,1.1174773879556679,0.7053852701333924,0.6893113650312017,1.2487557125922222,0.5594443475610205,1.3844761626393365,1.035596698599695,-0.2085446094286285,1.089314373710101
ELF,0.7291924002217958,1.362221570477782,0.5068135868525775,0.8331737913903641,1.8556476070749548,1.0224738156845907,1.6734226534384569,1.2436327167507428,-0.5144403165289471,1.3085615157041548
ENA,1.6229828154760195,2.015519831206341,0.7859921747968339,0.6940040286764421,4.062320189986037,3.368316161309595,1.3939013386711077,1.042382647398033,0.5806001680779864,1.096466019338472
ENJ,1.4276230306148634,1.5365457976888628,0.9038604854497725,0.9545611141287644,2.3609729883953037,1.4064118742665392,1.9172280849219725,1.4191680244444094,0.008455006170454027,1.4935564741393816
ENS,0.28716493859511116,1.2526455736363624,0.19827231566716927,0.6242811956336428,1.5691209331507714,0.9448397375171286,1.253863606469973,0.9415581240841979,-0.6543931854890868,0.9902080320152327
EOS,0.6162127527002638,1.1758164756231533,0.49107387476795594,0.8562380046403812,1.3825443843468534,0.5263063797064722,1.7197469345610141,1.2769853245702525,-0.6607725718699887,1.3437115056312197
EPS,32.03476122742565,27.65385364923551,1.157016364998018,1.5795314573540122,764.7356216533362,763.1560901959822,3.1724758386170158,2.3229227083983677,29.711838519027282,2.4460147709367077
EPX,-0.4109101379779928,1.261201764134927,-0.35657271561656456,0.5646873310063082,1.590629889857052,1.0259425588507436,1.1341698233675204,0.8553808600336692,-1.266290998011662,0.8993866491803288
ERN,1.1361526586287276,1.6648934984203803,0.65911282593744,0.7599310589310142,2.7718703610824527,2.0119393021514385,1.5263152324372808,1.137718150974512,-0.0015654923457844028,1.1969391819930784
ETC,0.7286866827391608,1.135546939271669,0.6075369136053933,0.7310609070338571,1.2894668512892558,0.5584059442553987,1.4683297716700967,1.0959697139704951,-0.3672830312313343,1.152940909111295
ETH,0.7439951204335881,0.8912487854161879,0.7912438501717362,0.7014118533618039,0.7943243975058302,0.09291254414402628,1.4087798931447169,1.0530949257163222,-0.3090998052827342,1.1077555855703372
FARM,0.7516551596906935,1.7145314752398542,0.4157725710990338,0.5906488507337926,2.939618179588151,2.3489693288543583,1.1863133205329357,0.8929231935389581,-0.14126803384826458,0.938952150375636
FET,1.340005440859132,1.4287425191538425,0.9107347359059189,0.8053322566254381,2.041305186038068,1.2359729294126298,1.6175031616546682,1.2033717384098872,0.13663370244924478,1.2661308610820883
FIDA,0.89475859025576,1.5745245777743013,0.5436298691924621,0.6906020092908595,2.4791276460153417,1.7885256367244824,1.3870684109361022,1.0374630684324848,-0.14270447817672482,1.0912813227768055
FIL,1.3135805389722448,1.7650776580469627,0.722223485839583,0.6703895341643564,3.1154991389365505,2.445109604772194,1.3464718221952257,1.0082342909906465,0.30534624798159826,1.0604773976918214
FIO,0.4884409490123785,1.3421235151904185,0.3350220333100893,0.7062743881593938,1.8012955300270854,1.0950211418676916,1.4185462539778402,1.060126521130166,-0.5716855721177876,1.115166115784506
FIRO,0.4947316124780079,1.4221542160994347,0.32059224472047687,0.788754909393897,2.0225226143693975,1.2337677049755005,1.5842076971575394,1.1793996325804803,-0.6846680201024724,1.2408668912301928
FIS,0.7311749416327723,1.603809923097037,0.43170635850398137,0.7450989283975301,2.572206269424524,1.827107341026994,1.4965250212112782,1.1162697613221706,-0.3850948196893983,1.174334932145168
FLM,0.4124416024996541,1.40424831249221,0.26607943849797355,0.888996962067983,1.9719133231372197,1.0829163610692367,1.7855430289999596,1.324357270355483,-0.9119156678558288,1.3936363398806813
FLOW,0.03160850500479045,1.1725552040028813,-0.006133182446898152,0.798404321540445,1.3748857064342386,0.5764813848937935,1.6035884614653693,1.1933534169790176,-1.1617449119742271,1.255572649283874
FLUX,1.660363537588248,1.5027706347202445,1.0790492575003756,0.6114272783467425,2.2583195805774867,1.6468923022307442,1.2280466201513947,0.9229703813518901,0.7373931562363578,0.9706185902137643
FOR,0.843206960391139,1.4557019078194682,0.5525904418137915,0.7044796719665167,2.1190680444292394,1.4145883724627226,1.4149415813816926,1.0575312249160926,-0.21432426452495368,1.1124309582737022
FTM,1.8592195063365529,1.5995301000891506,1.1380964360940071,0.9206145465279111,2.558496541091208,1.6378819945632972,1.8490466852947098,1.3700787039574471,0.48914080237910573,1.4418217153468817
FTT,0.9417693988034542,1.3639035137928415,0.6620478572508488,0.5485963096797446,1.8602327949364597,1.311636485256715,1.1018511404191547,0.8321120184780249,0.10965738032542938,0.874863842726288
FUN,0.5930624653214777,1.289084237991631,0.42996605573659646,0.755279666023207,1.661738172638464,0.906458506615257,1.5169729483395318,1.1309918828036944,-0.5379294174822168,1.189850433199268
FXS,1.258437474469751,1.644154468471574,0.7418022441672046,0.5386410678788734,2.7032439161950443,2.164602848316171,1.0818561197857826,0.8177159811220749,0.4407214933476762,0.8596919985697633
GAL,0.526463383914788,1.2629231207456442,0.3861386143812665,0.4172534308126996,1.5949748089139169,1.1777213781012172,0.8380500569775396,0.642180218886524,-0.11571683497173602,0.6746965610972526
GALA,3.0802677820755813,2.532641649841401,1.2009072749261798,0.6880011684370758,6.414273726511374,5.726272558074299,1.38184464364087,1.0337020546030997,2.0465657274724816,1.0873176267763653
GAS,0.6953634839843711,1.4222712052434805,0.4616303005810858,0.7893334122548532,2.0228553812647427,1.2335219690098895,1.585369615358288,1.180236191748347,-0.48487270776397595,1.2417485328242486
GFT,5.69698405912455,11.073044645159179,0.510987198231712,1.0903150811884244,122.61231771368837,121.52200263249995,2.1898888024328715,1.6154785932985227,4.0815054658260275,1.700446278832918
GHST,0.5001502205619159,0.8230675228195756,0.5605253612504018,0.23150323971265307,0.6774401471203526,0.44593690740769953,0.4649723379237196,0.37357130476480815,0.12657891579710778,0.39161223147624846
GLM,0.9301618355809396,1.2818871839277344,0.6953512343026823,0.8129600365770654,1.6432347523181772,0.8302747157411118,1.632823494457259,1.2144020887843987,-0.28424025320345914,1.2777556403693404
GLMR,-0.9501451379804426,1.166623308893767,-0.8476987648379792,0.6097153281583858,1.3610099448542416,0.7512946166958558,1.2246081823892399,0.9204947710798272,-1.87063990906027,0.9680095685565295
GNO,0.8115363814913192,1.1242408434742985,0.6873406049750806,0.6705147244896401,1.2639174741358021,0.593402749646162,1.3467232659257966,1.0084153257294743,-0.1968789442381551,1.0606681884473952
GNS,1.3769370065764361,1.3828178933721662,0.9676885242735973,0.44716699210407784,1.9121853262302357,1.465018334126158,0.898131196863706,0.6854375052904058,0.6914995012860303,0.7202849957287176
GTC,0.24644032767734372,1.6664933907992063,0.12459715041399888,0.5429952127237166,2.777200221577436,2.2342050088537193,1.0906013836130974,0.8240124059697462,-0.5775720782924025,0.8663277396539342
HARD,0.4922418213317809,1.439267931472213,0.31505031927443816,0.7656598204585634,2.071492178564303,1.3058323581057396,1.537821402476967,1.1460023761699976,-0.6537605548382166,1.2056698465861038
HBAR,0.8621196199950524,1.3570134784058592,0.6067144012174739,0.6628558006229077,1.8414855805751693,1.1786297799522616,1.3313403808278836,0.9973399388832997,-0.13522031888824737,1.0489959456594216
HIGH,1.1777231570245859,1.6594417193277191,0.6863291092175215,0.6882714824166651,2.7537468198453365,2.0654753374286714,1.3823875670281154,1.0340929491916833,0.1436302078329026,1.0877295867923742
HIVE,0.9853812577911506,1.5028782467076818,0.6298456045024291,0.6212804856542802,2.2586430244271556,1.6373625387728754,1.2478367053507184,0.9372188690644458,0.04816238872670475,0.9856349332320535
HNT,1.7179214573336516,1.4537745235016248,1.155008173681051,0.6208840141552875,2.1134603651823762,1.4925763510270889,1.2470403956315301,0.9366455411007222,0.7812759162329295,0.9850307084512255
HOOK,-0.17476670926368124,1.1097898047707415,-0.1924388819807184,0.5764310971253853,1.2316334107730806,0.6552023136476953,1.1577570802680905,0.872363239681643,-1.0471299489453243,0.9172842143960449
HOT,41.62665605063442,80.13699702449905,0.5189595017881742,1.5092228981752662,6421.93829210457,6420.429069206395,3.0312616803271917,2.2212511805112523,39.40540487012317,2.3388641337079474
ICP,-0.4996729584228884,1.1855587293706675,-0.45419340694216565,0.7242948475686473,1.4055495007869916,0.6812546532183443,1.4547401973212695,1.0861854770064856,-1.5858584354293739,1.1426293966625507
ICX,0.6009146375128107,1.3262818253076818,0.42382744510760884,0.9866750210398074,1.7590234801414761,0.7723484591016687,1.9817286007455366,1.4656071780867064,-0.8646925405738957,1.542498247795633
IDEX,1.454465908662744,1.7765819222109778,0.7968480884354213,0.6760715953935166,3.1562433263268526,2.480171730933336,1.357884195072718,1.0164509840002154,0.43801492466252867,1.0691368907690366
ILV,0.8934400494912821,1.2387196326954293,0.6899382450503366,0.7088094348567305,1.5344263284250992,0.8256168935683686,1.4236378742552476,1.0637923916016139,-0.1703523421103318,1.1190295411227174
INJ,1.9010247879222608,1.3991397460931387,1.3309784052109226,0.7384675943336388,1.9575920290975728,1.219124434763934,1.4832060417141968,1.106680347542667,0.7943444403795938,1.1642287419611779
IOST,0.8002179132481931,1.5783885255243384,0.4824020834764059,0.9017205909493061,2.4913103375068952,1.5895897465575892,1.8110983321359584,1.3427566061368343,-0.5425386928886412,1.4130272214237094
IOTA,1.0551659538923879,1.0890719049303723,0.9332404493139205,0.4781337149760787,1.18607761410867,0.7079438991325913,0.9603276030544018,0.7302177434979464,0.32494821039444144,0.7674784544964572
IOTX,1.1605166703387206,1.5869774631276432,0.7068258348975048,0.7487111977202929,2.5184974684750503,1.7697862707547574,1.5037802342022493,1.1214933776993934,0.039023292639327245,1.1798400507864406
IRIS,0.6899401297643706,1.4699177804771113,0.4429772456749392,0.801655148207753,2.1606582813627573,1.3590031331550043,1.6101177198790273,1.1980543597663829,-0.5081142300020123,1.2605269272976891
JOE,0.5870339391153552,1.5333464673484112,0.35754081076236244,0.7191482578518953,2.351151388929852,1.6320031310779568,1.4444033145376738,1.0787431165595875,-0.49170917744423237,1.1347859651636492
JST,1.0288613547496943,1.2092236372970948,0.818757857696794,0.656021222371842,1.4622218049980158,0.8062005826261738,1.3176131870656491,0.9874566185398506,0.04140473620984375,1.0385800101979978
JTO,2.5044244841189505,1.635199847131245,1.507842902777041,0.57077390861389,2.673878540058047,2.103104631444157,1.1463946640378464,0.8641825145149264,1.640241969604024,0.9086626274795948
JUV,0.6866048180651686,1.1748877802271356,0.5513759092293321,0.4453081754944636,1.380361296127046,0.9350531206325823,0.8943977791119002,0.6827495149949292,0.003855303070239402,0.7174521488244707
KAVA,0.6219177899975825,1.2309089923034644,0.47372940943941255,0.8380118156170404,1.51513694733353,0.6771251317164897,1.68313978499308,1.2506288680135007,-0.6287110780159182,1.315934691671232
